130.41748	469.50293	130.41748
365.168945	182.584473	365.168945
678.170898	260.834961	678.170898
782.504883	104.333984	782.504883
417.335937	130.41748	417.335937
0	52.166992	0
-78.250488	-52.166992	-78.250488
-52.166992	52.166992	-52.166992
-78.250488	0	-78.250488
26.083496	0	26.083496
156.500977	104.333984	156.500977
-130.41748	52.166992	-130.41748
-365.168945	156.500977	-365.168945
-391.252441	156.500977	-391.252441
-260.834961	365.168945	-260.834961
-78.250488	156.500977	-78.250488
-78.250488	365.168945	-78.250488
26.083496	313.001953	26.083496
0	286.918457	0
0	104.333984	0
26.083496	0	26.083496
-78.250488	286.918457	-78.250488
-52.166992	-130.41748	-52.166992
-130.41748	78.250488	-130.41748
26.083496	0	26.083496
-234.751465	0	-234.751465
-78.250488	0	-78.250488
-52.166992	156.500977	-52.166992
130.41748	104.333984	130.41748
130.41748	234.751465	130.41748
365.168945	260.834961	365.168945
391.252441	286.918457	391.252441
286.918457	234.751465	286.918457
417.335937	313.001953	417.335937
0	260.834961	0
234.751465	156.500977	234.751465
260.834961	104.333984	260.834961
234.751465	78.250488	234.751465
26.083496	78.250488	26.083496
-286.918457	0	-286.918457
-365.168945	104.333984	-365.168945
-286.918457	26.083496	-286.918457
-130.41748	104.333984	-130.41748
-78.250488	104.333984	-78.250488
0	339.085449	0
-78.250488	156.500977	-78.250488
-78.250488	443.419434	-78.250488
-234.751465	286.918457	-234.751465
182.584473	286.918457	182.584473
443.419434	417.335937	443.419434
104.333984	260.834961	104.333984
52.166992	104.333984	52.166992
26.083496	339.085449	26.083496
156.500977	26.083496	156.500977
-260.834961	52.166992	-260.834961
-313.001953	104.333984	-313.001953
-495.586426	0	-495.586426
-78.250488	104.333984	-78.250488
-286.918457	26.083496	-286.918457
-130.41748	130.41748	-130.41748
-130.41748	234.751465	-130.41748
0	156.500977	0
52.166992	365.168945	52.166992
-26.083496	339.085449	-26.083496
130.41748	130.41748	130.41748
130.41748	365.168945	130.41748
-130.41748	182.584473	-130.41748
-78.250488	234.751465	-78.250488
-313.001953	52.166992	-313.001953
-182.584473	52.166992	-182.584473
-417.335937	0	-417.335937
-78.250488	-52.166992	-78.250488
0	0	0
156.500977	0	156.500977
182.584473	-78.250488	182.584473
313.001953	104.333984	313.001953
52.166992	130.41748	52.166992
156.500977	182.584473	156.500977
286.918457	234.751465	286.918457
52.166992	234.751465	52.166992
260.834961	234.751465	260.834961
