
-8.64443,  0.23697, 523.44629, -12.06644,  1.42459,  1.51611
-8.66298,  0.81058, 522.42693, -11.86946,  1.42887,  1.79917
-9.20813,  0.81901, 523.49211, -11.87053,  1.23675,  1.66850
-8.96762,  0.66459, 523.03285, -11.96911,  1.33078,  1.76549
-8.66956,  1.02610, 523.03963, -11.96911,  1.33078,  1.59052
-9.10851,  0.78313, 523.02121, -11.96911,  1.33078,  1.62922
-8.76790,  1.18283, 522.89046, -11.96911,  1.33078,  1.65452
-9.05648,  0.30528, 522.96906, -11.96911,  1.33078,  1.55961
-8.98084,  0.81156, 523.53236, -11.87053,  1.23675,  1.74214
-9.15071,  1.04572, 524.13132, -12.16609,  1.32650,  1.38778
-9.46003,  0.91335, 522.99597, -11.96911,  1.33078,  1.54407
-9.01447,  0.49955, 522.94289, -12.16714,  1.32990,  1.40133
-8.55401,  0.85116, 523.06604, -12.16714,  1.32990,  1.53250
-8.66390,  0.87973, 523.56526, -12.06644,  1.42459,  1.49346
-9.42486,  1.06268, 522.97938, -12.16714,  1.32990,  1.52249
-8.84109,  0.77347, 524.12718, -12.16609,  1.32650,  1.57660
-9.18159,  1.20973, 523.52309, -12.26679,  1.23181,  1.63036
-9.04561,  1.02803, 523.58192, -12.26679,  1.23181,  1.42524
-8.93496,  0.88449, 523.55579, -12.26679,  1.23181,  1.49495
-9.31783,  0.67005, 523.48897, -12.26679,  1.23181,  1.58174
-8.93961,  0.91420, 523.54382, -12.26679,  1.23181,  1.56357
-9.57758,  0.83016, 523.49537, -12.26679,  1.23181,  1.55950
-9.04211,  0.89643, 524.13068, -12.36644,  1.13372,  1.32499
-8.78627,  0.84959, 523.01131, -12.36537,  1.32583,  1.51913
-9.28527,  0.74955, 524.13063, -12.56235,  1.32155,  1.42163
-8.94423,  0.74907, 523.58336, -12.46502,  1.22774,  1.45780
-9.15985,  0.53103, 522.89022, -12.56572,  1.13305,  1.50558
-9.02958,  0.64759, 524.06487, -12.56235,  1.32155,  1.52576
-8.78973,  0.37574, 523.49133, -12.66305,  1.22686,  1.38784
-9.32223,  0.27648, 524.06036, -12.76270,  1.12877,  1.55757
-9.33489,  0.53860, 524.13610, -12.76270,  1.12877,  1.50366
-9.18952,  0.79889, 522.47763, -12.86233,  1.22619,  1.39814
-8.62357,  0.64969, 522.97759, -12.96198,  1.12810,  1.48678
-8.81567, -0.10667, 522.46035, -12.86233,  1.22619,  1.59243
-9.45906,  0.32051, 523.02661, -12.96198,  1.12810,  1.66223
-8.98269,  0.00876, 523.10417, -12.96198,  1.12810,  1.54553
-8.93184, -0.25290, 522.45650, -13.06056,  1.22212,  1.51982
-8.90241,  0.15137, 522.92116, -13.16002,  1.12722,  1.61594
-9.16107, -0.04448, 522.41370, -13.25859,  1.22124,  1.69833
-8.78859, -0.08153, 522.97594, -13.35824,  1.12315,  1.73614
-9.00197,  0.20936, 523.01946, -13.35824,  1.12315,  1.66776
-8.52253, -0.50793, 522.47031, -13.45895,  1.02846,  1.55233
-8.66235, -0.38851, 522.99982, -13.35824,  1.12315,  1.56253
-8.14530, -0.26943, 522.48007, -13.45895,  1.02846,  1.53317
-8.76377, -0.10659, 522.48090, -13.45895,  1.02846,  1.44604
-8.62835, -0.10029, 523.51672, -13.65593,  1.02419,  1.62667
-8.27052, -0.40756, 522.46179, -13.45895,  1.02846,  1.52126
-8.75246, -0.22099, 523.53975, -13.65593,  1.02419,  1.56595
-8.89229, -0.08680, 523.54050, -13.65593,  1.02419,  1.50020
-8.45308,  0.04438, 522.99761, -13.75450,  1.11821,  1.70080
-8.50173, -0.24499, 523.00568, -13.75450,  1.11821,  1.76197
-9.02041, -0.19493, 523.00827, -13.75450,  1.11821,  1.76822
-8.51496, -0.92569, 523.53249, -13.85183,  1.21202,  1.59152
-8.90008, -0.96836, 522.50432, -14.05111,  1.21135,  1.80417
-8.92951, -1.12126, 522.54316, -14.05111,  1.21135,  1.56718
-8.91140, -0.89826, 522.49204, -14.05111,  1.21135,  1.55703
-9.36678, -0.59459, 522.52994, -14.05111,  1.21135,  1.41156
-9.03964, -0.84630, 522.45597, -14.05111,  1.21135,  1.66177
-9.28462, -0.84093, 522.48132, -14.05111,  1.21135,  1.65288
-8.61091, -0.75224, 522.46829, -14.24702,  1.39919,  1.73157
-8.86495, -1.13514, 522.46792, -14.24702,  1.39919,  1.54932
-9.36031, -1.10673, 521.94176, -14.34772,  1.30449,  1.46519
-9.25164, -0.96652, 522.48823, -14.44737,  1.20640,  1.62429
-9.11599, -0.95316, 522.04703, -14.54595,  1.30043,  1.65998
-8.75714, -1.36209, 522.01909, -14.54595,  1.30043,  1.87235
-9.36246, -1.43626, 522.38979, -14.64328,  1.39424,  1.71907
-8.95442, -1.46818, 521.93333, -14.74185,  1.48826,  1.69525
-8.85598, -1.89841, 521.96957, -14.74185,  1.48826,  1.48639
-8.98867, -0.97607, 521.90478, -14.74398,  1.29955,  1.69454
-8.78943, -1.06840, 521.94394, -14.93989,  1.48738,  1.84501
-9.35927, -1.69667, 521.93147, -14.93989,  1.48738,  1.72809
-9.37522, -1.45386, 521.92954, -14.93989,  1.48738,  1.86577
-8.93008, -1.23411, 521.45203, -15.03846,  1.58141,  1.62600
-8.26594, -1.14617, 521.45675, -15.03846,  1.58141,  1.55566
-9.03284, -1.09916, 521.88677, -14.93989,  1.48738,  1.60888
-9.05713, -1.07571, 522.54230, -15.23544,  1.57713,  1.70849
-9.05013, -1.46853, 521.93358, -15.13579,  1.67522,  1.65612
-8.40246, -1.07893, 521.92451, -15.13811,  1.48332,  1.80406
-8.50008, -1.47800, 521.98864, -15.33402,  1.67115,  1.72917
-8.43893, -1.76701, 521.98433, -15.33402,  1.67115,  1.77556
-8.43303, -1.66611, 520.99499, -15.33739,  1.48265,  1.58478
-9.02014, -1.50575, 520.92337, -15.33507,  1.67455,  1.44639
-9.39708, -1.42120, 520.97769, -15.53330,  1.67048,  1.62391
-9.02033, -1.33013, 521.01039, -15.53330,  1.67048,  1.69536
-8.93931, -1.87199, 520.37338, -15.43365,  1.76857,  1.72734
-9.04538, -1.60186, 520.98628, -15.53330,  1.67048,  1.62592
-8.60078, -1.35023, 520.36346, -15.63400,  1.57579,  1.51693
-9.04407, -1.44186, 520.93800, -15.53330,  1.67048,  1.72990
-9.53732, -1.02059, 521.00308, -15.73365,  1.47770,  1.62540
-9.02488, -1.48319, 520.52591, -15.83223,  1.57172,  1.58177
-7.95992, -1.12480, 520.91872, -15.73365,  1.47770,  1.69515
-9.18377, -1.96070, 520.44915, -15.83223,  1.57172,  1.62898
-9.02096, -1.98473, 521.05312, -15.92956,  1.66554,  1.58994
-8.86669, -1.60257, 521.53424, -16.02921,  1.56745,  1.59089
-8.64047, -1.87975, 521.47029, -16.02921,  1.56745,  1.66345
-8.97049, -1.76046, 522.04851, -16.12654,  1.66126,  1.52012
-8.63740, -1.87035, 522.00442, -16.12654,  1.66126,  1.73824
-9.15305, -2.09931, 522.57872, -16.22619,  1.56317,  1.73486
-9.13591, -1.80064, 522.01335, -16.32689,  1.46848,  1.86924
-8.69561, -1.83397, 521.93547, -16.32689,  1.46848,  1.63005
-9.18744, -2.22865, 522.02627, -16.32689,  1.46848,  1.63258
-8.76403, -2.00447, 522.03847, -16.32689,  1.46848,  1.46330
-8.37590, -2.41878, 522.57515, -16.42422,  1.56229,  1.53225
-8.85605, -1.79895, 522.49135, -16.42654,  1.37039,  1.73376
-9.48643, -2.06707, 523.02854, -16.52387,  1.46420,  1.48810
-8.96292, -1.67206, 522.01365, -16.52512,  1.46441,  1.66238
-8.85317, -2.48852, 521.99194, -16.52280,  1.65631,  1.42032
-8.95542, -1.96372, 522.52862, -16.62245,  1.55822,  1.53081
-9.24491, -2.09664, 522.56884, -16.62245,  1.55822,  1.49986
-9.50676, -2.31958, 522.53768, -16.62245,  1.55822,  1.49432
