
-8.88469,  1.38065, 525.16955, -12.41221, -2.86777,  1.83053
-8.98051,  1.48986, 525.12243, -12.40989, -2.67587,  1.81593
-8.90461,  1.22388, 524.62279, -12.31256, -2.76968,  1.72553
-8.90183,  1.61223, 524.66301, -12.31256, -2.76968,  1.76577
-8.90142,  0.96258, 525.14121, -12.21186, -2.67499,  1.72913
-9.19334,  1.81708, 524.01186, -12.41114, -2.67566,  1.68512
-8.99090,  1.34860, 524.56124, -12.31256, -2.76968,  1.57326
-8.97825,  1.51140, 524.04830, -12.41114, -2.67566,  1.54764
-8.99532,  1.34711, 523.62110, -12.31381, -2.76947,  1.43489
-9.09801,  1.52522, 523.04024, -12.41451, -2.86417,  1.57220
-9.00637,  1.11212, 522.50457, -12.31719, -2.95798,  1.35749
-8.77618,  1.36250, 522.49442, -12.31719, -2.95798,  1.64272
-8.88845,  1.37525, 522.93192, -12.21861, -3.05200,  1.53304
-9.13981,  1.52628, 522.48044, -12.31719, -2.95798,  1.63686
-8.25217,  1.73420, 522.49449, -12.12128, -3.14582,  1.73871
-8.96151,  1.06805, 522.58013, -12.31719, -2.95798,  1.54868
-8.78451,  1.22609, 522.51377, -12.51754, -3.15076,  1.53080
-8.73387,  0.83983, 522.04081, -12.42021, -3.24458,  1.74377
-8.41249,  0.84711, 521.95561, -12.42021, -3.24458,  1.53047
-8.41393,  0.70049, 522.52274, -12.51754, -3.15076,  1.57560
-8.41269,  1.21651, 521.96061, -12.42021, -3.24458,  1.70636
-8.83092,  1.13365, 521.47959, -12.52092, -3.33927,  1.64113
-9.10310,  0.59489, 522.58572, -12.51754, -3.15076,  1.50706
-8.65938,  0.85402, 521.97848, -12.62057, -3.43736,  1.52673
-8.83875,  0.59688, 522.56499, -12.51986, -3.34267,  1.56860
-8.95668,  0.47600, 522.47158, -12.71790, -3.34355,  1.49918
-9.12567,  0.46469, 522.58514, -12.51986, -3.34267,  1.47591
-8.86352,  0.72086, 523.59190, -12.71897, -3.53566,  1.61420
-8.56294,  0.72734, 523.56175, -12.71897, -3.53566,  1.60811
-8.55644,  0.83507, 523.54795, -12.71897, -3.53566,  1.64885
-8.67872,  0.46163, 524.05946, -12.81862, -3.63375,  1.49754
-8.71519,  0.71750, 524.12114, -12.81862, -3.63375,  1.58038
-8.83211,  0.85562, 523.59787, -12.72129, -3.72756,  1.51020
-8.94056,  0.73751, 523.01106, -12.82200, -3.82226,  1.35726
-9.37965,  0.39427, 524.16592, -12.82094, -3.82565,  1.58132
-8.54485,  0.46325, 523.60583, -12.92165, -3.92035,  1.39151
-8.30002,  0.59279, 523.01904, -12.82200, -3.82226,  1.56398
-8.55072,  0.74205, 522.52821, -12.92057, -3.72823,  1.60474
-8.52175,  0.86154, 522.50710, -12.92057, -3.72823,  1.49621
-8.60752,  0.71340, 522.55978, -12.72467, -3.91607,  1.47898
-8.31912,  0.95757, 522.09005, -12.82324, -3.82205,  1.54144
-8.17629,  0.92953, 522.05810, -12.82324, -3.82205,  1.42831
-8.22154,  0.98980, 521.00362, -12.82662, -4.01055,  1.50497
-8.08241,  0.91832, 521.59821, -12.72591, -3.91586,  1.26710
-8.01939,  0.98728, 520.96391, -12.82662, -4.01055,  1.45375
-7.93600,  1.08115, 520.46980, -12.72697, -3.91246,  1.46298
-8.34513,  1.22717, 521.51734, -12.72804, -4.10458,  1.39689
-8.47438,  0.74612, 521.01682, -12.82662, -4.01055,  1.49514
-7.92510,  0.97592, 520.98730, -12.82662, -4.01055,  1.42840
